Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN33823,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,2017,9,2,Online,0,0,0,94.5,1,Not_Canceled
INN33824,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115,1,Canceled
INN33825,2,0,2,0,Not Selected,0,Room_Type 1,3,2018,2,14,Online,0,0,0,81,0,Not_Canceled
INN33826,2,0,2,1,Not Selected,0,Room_Type 1,11,2018,9,25,Online,0,0,0,129,1,Not_Canceled
INN33827,3,0,2,3,Meal Plan 1,0,Room_Type 4,68,2018,10,9,Online,0,0,0,151.2,2,Not_Canceled
INN33828,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115,0,Canceled
INN33829,1,0,1,0,Meal Plan 1,0,Room_Type 1,76,2018,10,10,Offline,0,0,0,120,0,Canceled
INN33830,2,0,0,2,Not Selected,0,Room_Type 1,1,2018,5,6,Online,0,0,0,138,1,Not_Canceled
INN33831,2,0,0,3,Not Selected,0,Room_Type 1,61,2018,5,11,Online,0,0,0,116.1,0,Canceled
INN33832,3,0,2,1,Meal Plan 1,0,Room_Type 4,20,2017,10,18,Offline,0,0,0,105,1,Not_Canceled
INN33833,2,0,0,3,Meal Plan 1,0,Room_Type 1,183,2018,9,8,Offline,0,0,0,110,1,Canceled
INN33834,2,0,1,3,Meal Plan 1,0,Room_Type 1,285,2018,10,3,Offline,0,0,0,100,0,Canceled
INN33835,1,0,0,3,Meal Plan 1,0,Room_Type 1,148,2018,6,2,Online,0,0,0,100.8,0,Not_Canceled
INN33836,2,0,1,3,Meal Plan 1,0,Room_Type 1,98,2018,11,14,Online,0,0,0,69.3,1,Not_Canceled
INN33837,2,0,2,3,Meal Plan 1,0,Room_Type 1,134,2018,5,29,Online,0,0,0,76.84,1,Not_Canceled
INN33838,2,0,0,4,Meal Plan 1,0,Room_Type 1,14,2018,11,16,Online,0,0,0,105,0,Canceled
INN33839,2,0,0,4,Meal Plan 1,0,Room_Type 1,1,2017,11,10,Online,0,0,0,97,1,Not_Canceled
INN33840,2,0,2,4,Meal Plan 1,0,Room_Type 1,263,2018,9,29,Online,0,0,0,100.3,0,Canceled
INN33841,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,2017,10,10,Offline,0,0,0,70,0,Canceled
INN33842,2,2,0,1,Meal Plan 1,0,Room_Type 6,222,2018,10,29,Online,0,0,0,168.3,0,Canceled
INN33843,2,0,2,4,Meal Plan 1,0,Room_Type 1,109,2018,6,26,Online,0,0,0,102.28,1,Not_Canceled
INN33844,2,0,1,1,Not Selected,0,Room_Type 1,4,2018,8,1,Online,0,0,0,109,0,Canceled
INN33845,2,0,0,3,Meal Plan 1,0,Room_Type 1,57,2018,4,5,Online,0,0,0,105.3,1,Not_Canceled
INN33846,2,0,2,2,Meal Plan 1,0,Room_Type 4,73,2018,4,9,Online,0,0,0,107.95,1,Canceled
INN33847,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115,1,Canceled
INN33848,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,Offline,0,0,0,140,0,Not_Canceled
INN33849,2,0,0,1,Meal Plan 1,0,Room_Type 4,42,2018,3,22,Online,0,0,0,131.4,0,Not_Canceled
INN33850,2,0,0,2,Meal Plan 1,0,Room_Type 4,36,2018,6,9,Online,0,0,0,133.2,0,Canceled
INN33851,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100,0,Not_Canceled
INN33852,2,0,0,2,Not Selected,0,Room_Type 1,12,2018,8,31,Online,0,0,0,118.5,1,Not_Canceled
INN33853,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,2018,4,23,Offline,0,0,0,71,0,Not_Canceled
INN33854,2,0,1,2,Meal Plan 1,0,Room_Type 1,11,2017,11,27,Offline,0,0,0,55,0,Not_Canceled
INN33855,2,0,2,1,Meal Plan 1,0,Room_Type 1,282,2017,10,10,Offline,0,0,0,76.67,0,Not_Canceled
INN33856,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,87,0,Not_Canceled
INN33857,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89,0,Canceled
INN33858,2,1,2,1,Meal Plan 1,0,Room_Type 1,54,2018,12,24,Online,0,0,0,139.6,3,Not_Canceled
INN33859,0,2,0,3,Meal Plan 1,0,Room_Type 2,3,2018,9,20,Online,0,0,0,155.68,4,Not_Canceled
INN33860,1,0,2,1,Meal Plan 1,0,Room_Type 1,41,2018,3,13,Corporate,0,0,0,70.33,0,Not_Canceled
INN33861,1,0,0,2,Meal Plan 1,0,Room_Type 1,16,2017,11,6,Online,0,0,0,81,1,Not_Canceled
INN33862,2,0,0,1,Meal Plan 1,0,Room_Type 1,43,2017,10,13,Offline,0,0,0,85,0,Not_Canceled
INN33863,2,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,28,Online,0,0,0,90.9,2,Canceled
INN33864,3,0,0,2,Meal Plan 1,0,Room_Type 4,180,2018,8,23,Online,0,0,0,137.7,0,Canceled
INN33865,2,0,0,3,Meal Plan 1,0,Room_Type 1,183,2018,9,8,Offline,0,0,0,110,1,Canceled
INN33866,1,0,0,4,Meal Plan 1,0,Room_Type 1,92,2017,7,7,Online,0,0,0,68,0,Canceled
INN33867,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,Offline,0,0,0,120,0,Not_Canceled
INN33868,2,0,1,2,Meal Plan 1,0,Room_Type 1,81,2018,12,16,Offline,0,0,0,75,0,Not_Canceled
INN33869,2,0,0,1,Meal Plan 1,0,Room_Type 1,139,2017,12,3,Online,0,0,0,72.25,1,Canceled
INN33870,2,0,2,1,Meal Plan 1,0,Room_Type 1,5,2018,3,6,Online,0,0,0,74.8,1,Not_Canceled
INN33871,2,0,1,1,Meal Plan 1,0,Room_Type 4,0,2018,2,13,Online,0,0,0,106,0,Canceled
INN33872,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,81,0,Not_Canceled
INN33873,2,0,0,2,Meal Plan 1,0,Room_Type 1,191,2018,10,20,Online,0,0,0,96.3,1,Canceled
INN33874,2,0,1,2,Meal Plan 1,0,Room_Type 1,86,2018,5,20,Offline,0,0,0,65,1,Not_Canceled
INN33875,1,0,2,4,Meal Plan 1,0,Room_Type 4,16,2018,4,30,Online,0,0,0,154.33,0,Canceled
INN33876,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,12,16,Online,0,0,0,104,1,Not_Canceled
INN33877,3,0,2,5,Meal Plan 1,0,Room_Type 4,144,2018,10,5,Online,0,0,0,151.2,0,Canceled
INN33878,2,0,0,1,Meal Plan 1,0,Room_Type 1,40,2018,6,21,Online,0,0,0,76.92,0,Canceled
INN33879,2,0,2,4,Meal Plan 1,0,Room_Type 2,111,2018,4,1,Online,0,0,0,73.74,1,Not_Canceled
INN33880,2,1,0,1,Meal Plan 1,0,Room_Type 4,114,2018,7,30,Online,0,0,0,127.8,2,Not_Canceled
INN33881,2,0,2,5,Not Selected,0,Room_Type 1,41,2018,3,8,Online,0,0,0,71.41,0,Not_Canceled
INN33882,2,0,0,4,Meal Plan 1,0,Room_Type 1,35,2018,1,13,Offline,0,0,0,60,0,Not_Canceled
INN33883,2,0,1,1,Not Selected,0,Room_Type 1,26,2018,10,17,Online,0,0,0,87.05,1,Not_Canceled
INN33884,2,0,1,2,Meal Plan 2,0,Room_Type 1,315,2018,9,30,Offline,0,0,0,160,0,Canceled
INN33885,1,0,0,2,Not Selected,0,Room_Type 1,22,2018,9,15,Online,0,0,0,139,2,Not_Canceled
INN33886,2,0,0,4,Meal Plan 1,0,Room_Type 1,68,2018,4,5,Online,0,0,0,90.95,0,Canceled
INN33887,1,0,1,1,Meal Plan 1,0,Room_Type 1,54,2018,4,30,Online,0,0,0,121.5,0,Canceled
INN33888,2,0,2,2,Meal Plan 1,0,Room_Type 4,61,2017,11,21,Offline,0,0,0,60,0,Not_Canceled
INN33889,2,0,0,2,Meal Plan 1,0,Room_Type 4,1,2018,12,27,Corporate,0,0,0,108,0,Not_Canceled
INN33890,1,0,1,0,Meal Plan 1,0,Room_Type 1,12,2018,5,16,Corporate,0,0,0,93,0,Not_Canceled
INN33891,2,0,0,1,Meal Plan 1,0,Room_Type 1,16,2017,9,4,Online,0,0,0,105,2,Not_Canceled
INN33892,2,0,0,2,Not Selected,0,Room_Type 1,99,2018,3,17,Online,0,0,0,67.5,0,Not_Canceled
INN33893,2,0,0,3,Meal Plan 1,0,Room_Type 4,55,2018,10,12,Online,0,0,0,139.5,1,Canceled
INN33894,1,0,1,1,Meal Plan 1,0,Room_Type 1,106,2018,7,16,Online,0,0,0,99.9,0,Canceled
INN33895,2,0,2,2,Meal Plan 1,0,Room_Type 1,14,2018,4,29,Online,0,0,0,147.5,0,Canceled
INN33896,1,0,2,2,Meal Plan 1,0,Room_Type 5,108,2018,5,27,Offline,0,0,0,153.9,0,Not_Canceled
INN33897,2,0,0,1,Meal Plan 1,0,Room_Type 4,53,2018,4,2,Online,0,0,0,123.3,0,Canceled
INN33898,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,Offline,0,0,0,80,0,Canceled
INN33899,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,9,Corporate,0,0,0,114,0,Not_Canceled
INN33900,2,0,1,4,Meal Plan 1,0,Room_Type 4,78,2018,4,6,Online,0,0,0,99.45,1,Not_Canceled
INN33901,2,0,1,1,Meal Plan 1,0,Room_Type 1,130,2018,10,8,Online,0,0,0,118.8,1,Canceled
INN33902,2,0,2,1,Meal Plan 1,0,Room_Type 1,148,2018,4,23,Online,0,0,0,69.33,0,Not_Canceled
INN33903,3,0,2,1,Meal Plan 1,0,Room_Type 1,103,2018,12,31,Offline,0,0,0,205,0,Canceled
INN33904,1,0,1,0,Not Selected,0,Room_Type 1,3,2018,12,12,Online,0,0,0,68,0,Not_Canceled
INN33905,2,0,1,4,Meal Plan 1,0,Room_Type 1,160,2018,5,23,Online,0,0,0,107.61,1,Canceled
INN33906,2,0,1,0,Meal Plan 1,0,Room_Type 1,23,2018,6,12,Online,0,0,0,94.35,0,Not_Canceled
INN33907,2,0,0,3,Meal Plan 1,0,Room_Type 1,28,2017,12,31,Offline,0,0,0,115,0,Not_Canceled
INN33908,2,0,1,0,Not Selected,0,Room_Type 1,180,2018,11,13,Online,0,0,0,54.75,2,Not_Canceled
INN33909,2,0,2,8,Meal Plan 1,0,Room_Type 4,58,2018,3,1,Online,0,0,0,85.3,1,Not_Canceled
INN33910,1,0,1,0,Not Selected,0,Room_Type 1,131,2018,10,10,Online,0,0,0,108,0,Canceled
INN33911,1,0,2,2,Meal Plan 1,0,Room_Type 4,86,2018,11,6,Online,0,0,0,146.6,1,Canceled
INN33912,2,0,0,1,Meal Plan 1,0,Room_Type 1,96,2018,6,4,Online,0,0,0,126.9,0,Canceled
INN33913,2,0,1,3,Meal Plan 1,0,Room_Type 1,113,2018,6,30,Offline,0,0,0,85,0,Canceled
INN33914,2,0,2,3,Meal Plan 1,0,Room_Type 5,30,2018,9,18,Corporate,0,0,0,170.63,1,Canceled
INN33915,3,0,1,4,Meal Plan 1,0,Room_Type 4,211,2018,8,22,Online,0,0,0,121.55,2,Canceled
INN33916,1,0,2,2,Meal Plan 1,0,Room_Type 1,31,2018,11,11,Online,0,0,0,84.15,2,Not_Canceled
INN33917,2,0,2,3,Not Selected,0,Room_Type 1,223,2018,9,30,Online,0,0,0,73.96,0,Canceled
INN33918,2,0,1,3,Not Selected,0,Room_Type 1,157,2018,7,11,Online,0,0,0,91.38,0,Canceled
INN33919,2,0,0,4,Meal Plan 1,0,Room_Type 4,6,2018,2,24,Online,0,0,0,109.5,1,Not_Canceled
INN33920,1,0,0,1,Meal Plan 1,0,Room_Type 1,122,2018,11,25,Corporate,0,0,0,67,0,Not_Canceled
INN33921,2,0,2,3,Not Selected,0,Room_Type 1,92,2018,3,31,Online,0,0,0,76.5,1,Canceled
INN33922,1,0,0,1,Meal Plan 1,0,Room_Type 1,182,2018,10,12,Offline,0,0,0,120,0,Canceled
INN33923,1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98,0,Not_Canceled
INN33924,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,4,8,Online,0,0,0,53.3,0,Not_Canceled
INN33925,2,0,0,1,Meal Plan 1,0,Room_Type 1,180,2017,10,16,Offline,0,0,0,70,0,Canceled
INN33926,2,0,0,2,Not Selected,0,Room_Type 1,88,2018,1,29,Online,0,0,0,69.5,1,Not_Canceled
INN33927,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
INN33928,3,0,1,2,Meal Plan 1,0,Room_Type 4,136,2018,9,30,Online,0,0,0,154.8,1,Canceled
INN33929,2,0,2,2,Meal Plan 1,0,Room_Type 1,109,2018,2,21,Online,0,0,0,62.7,0,Not_Canceled
INN33930,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,2,22,Corporate,1,0,1,65,0,Not_Canceled
INN33931,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,2018,5,2,Offline,0,0,0,100,1,Not_Canceled
INN33932,2,0,1,5,Not Selected,0,Room_Type 4,57,2017,12,29,Online,0,0,0,103.62,1,Not_Canceled
INN33933,2,1,1,1,Meal Plan 1,0,Room_Type 1,14,2018,5,30,Online,0,0,0,134,1,Not_Canceled
INN33934,2,0,1,3,Meal Plan 1,0,Room_Type 1,37,2018,3,7,Online,0,0,0,83.9,1,Not_Canceled
INN33935,2,2,2,5,Meal Plan 1,0,Room_Type 6,113,2018,5,1,Online,0,0,0,167.45,0,Canceled
INN33936,2,0,2,3,Meal Plan 1,0,Room_Type 1,125,2017,10,15,Online,0,0,0,89.25,1,Not_Canceled
INN33937,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110,0,Canceled
INN33938,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,11,30,Corporate,0,0,0,73,1,Not_Canceled
INN33939,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,Offline,0,0,0,120,0,Not_Canceled
INN33940,2,0,2,5,Meal Plan 1,0,Room_Type 1,171,2018,9,20,Offline,0,0,0,80.75,0,Canceled
INN33941,2,0,2,3,Meal Plan 1,0,Room_Type 1,134,2018,5,5,Online,0,0,0,99.45,1,Not_Canceled
INN33942,2,0,1,2,Meal Plan 1,0,Room_Type 4,61,2018,4,22,Online,0,0,0,118.8,0,Canceled
INN33943,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,Offline,0,0,0,224.67,0,Canceled
INN33944,2,0,1,0,Meal Plan 1,0,Room_Type 1,263,2017,9,21,Offline,0,0,0,67,0,Not_Canceled
INN33945,2,0,2,1,Meal Plan 1,0,Room_Type 1,47,2018,8,28,Offline,0,0,0,72.25,0,Not_Canceled
INN33946,2,0,0,3,Not Selected,0,Room_Type 1,11,2018,6,30,Online,0,0,0,139,1,Canceled
INN33947,2,0,0,4,Meal Plan 1,1,Room_Type 2,215,2018,7,12,Online,0,0,0,91.13,1,Canceled
INN33948,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89,0,Canceled
INN33949,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100,0,Canceled
INN33950,2,0,0,3,Meal Plan 1,0,Room_Type 4,28,2017,12,31,Online,0,0,0,130.33,0,Canceled
INN33951,1,0,1,1,Not Selected,0,Room_Type 1,5,2018,3,21,Online,0,0,0,89,1,Not_Canceled
INN33952,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,8,11,Corporate,0,0,0,70,0,Not_Canceled
INN33953,3,0,0,1,Not Selected,0,Room_Type 1,3,2018,8,3,Online,0,0,0,174,1,Not_Canceled
INN33954,2,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,107,1,Not_Canceled
INN33955,2,0,1,0,Not Selected,1,Room_Type 1,6,2018,9,19,Online,0,0,0,183.1,0,Not_Canceled
INN33956,2,0,1,2,Meal Plan 2,0,Room_Type 4,57,2018,12,30,Online,0,0,0,314.1,0,Not_Canceled
INN33957,1,0,1,0,Meal Plan 1,0,Room_Type 4,2,2018,5,22,Aviation,0,0,0,110,0,Canceled
INN33958,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,10,18,Online,0,0,0,154.5,0,Not_Canceled
INN33959,1,0,0,2,Meal Plan 2,0,Room_Type 1,254,2018,9,16,Offline,0,0,0,91,0,Not_Canceled
INN33960,2,0,1,3,Meal Plan 1,0,Room_Type 1,23,2017,9,14,Online,0,0,0,105,2,Not_Canceled
INN33961,2,0,1,2,Meal Plan 1,0,Room_Type 1,75,2018,11,18,Online,0,0,0,93.6,2,Not_Canceled
INN33962,2,0,1,2,Meal Plan 1,0,Room_Type 4,36,2018,3,25,Online,0,0,0,137.4,1,Canceled
INN33963,2,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,8,22,Corporate,0,0,0,100,0,Not_Canceled
INN33964,2,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90,0,Canceled
INN33965,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,Not_Canceled
INN33966,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,2017,10,21,Offline,0,0,0,145,1,Not_Canceled
INN33967,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,2017,12,10,Online,0,0,0,0,0,Not_Canceled
INN33968,1,0,2,0,Meal Plan 1,0,Room_Type 1,9,2018,1,31,Corporate,0,0,0,66,0,Not_Canceled
INN33969,1,0,1,1,Meal Plan 1,0,Room_Type 1,45,2018,11,19,Online,0,0,0,86.4,0,Canceled
INN33970,2,0,1,3,Meal Plan 1,0,Room_Type 1,24,2018,10,17,Offline,0,0,0,85,1,Not_Canceled
INN33971,2,0,0,1,Meal Plan 1,0,Room_Type 1,98,2018,7,7,Online,0,0,0,114.3,1,Canceled
INN33972,2,0,0,1,Meal Plan 2,0,Room_Type 1,72,2017,9,18,Offline,0,0,0,108,0,Not_Canceled
INN33973,2,0,2,1,Meal Plan 1,0,Room_Type 1,80,2018,6,4,Offline,0,0,0,80.75,0,Not_Canceled
INN33974,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120,0,Canceled
INN33975,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2017,10,1,Complementary,0,0,0,0,0,Not_Canceled
INN33976,2,0,1,1,Meal Plan 1,0,Room_Type 4,61,2018,5,28,Online,0,0,0,140.4,2,Not_Canceled
INN33977,2,0,0,4,Meal Plan 1,0,Room_Type 1,259,2018,10,5,Offline,0,0,0,89,0,Canceled
INN33978,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100,0,Not_Canceled
INN33979,0,2,1,3,Meal Plan 1,0,Room_Type 2,121,2018,2,15,Online,0,0,0,58.91,2,Not_Canceled
INN33980,2,0,0,4,Meal Plan 1,0,Room_Type 4,41,2017,10,14,Online,0,0,0,78.54,1,Not_Canceled
INN33981,3,0,0,4,Meal Plan 1,0,Room_Type 4,137,2018,8,23,Online,0,0,0,133.2,0,Canceled
INN33982,2,1,0,2,Meal Plan 1,0,Room_Type 1,15,2018,10,21,Online,0,0,0,180,2,Not_Canceled
INN33983,2,0,1,2,Meal Plan 1,0,Room_Type 4,54,2018,6,10,Online,0,0,0,111.11,1,Not_Canceled
INN33984,2,0,2,1,Meal Plan 1,0,Room_Type 4,69,2018,5,7,Online,0,0,0,140.4,3,Not_Canceled
INN33985,2,0,2,0,Meal Plan 1,0,Room_Type 1,41,2018,3,20,Online,0,0,0,99,1,Not_Canceled
INN33986,2,0,1,2,Meal Plan 1,0,Room_Type 4,60,2018,4,1,Online,0,0,0,106.2,1,Not_Canceled
INN33987,2,0,1,1,Meal Plan 1,1,Room_Type 1,63,2018,7,18,Online,0,0,0,114.3,2,Not_Canceled
INN33988,1,0,2,2,Meal Plan 1,0,Room_Type 1,149,2018,1,17,Offline,0,0,0,71,0,Not_Canceled
INN33989,2,0,1,3,Meal Plan 2,0,Room_Type 1,29,2018,10,31,Online,0,0,0,149.1,2,Not_Canceled
INN33990,2,0,0,3,Not Selected,0,Room_Type 1,47,2018,5,11,Online,0,0,0,116.1,1,Not_Canceled
INN33991,1,0,0,3,Meal Plan 1,0,Room_Type 1,26,2018,11,16,Corporate,0,0,0,77,0,Canceled
INN33992,1,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,58,0,Not_Canceled
INN33993,2,0,2,2,Meal Plan 1,0,Room_Type 1,119,2017,8,14,Online,0,0,0,76.5,1,Not_Canceled
INN33994,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,10,22,Online,0,0,0,120,1,Not_Canceled
INN33995,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,52,0,Canceled
INN33996,2,0,0,3,Meal Plan 1,0,Room_Type 1,162,2018,7,14,Offline,0,0,0,112,1,Canceled
INN33997,2,2,1,3,Meal Plan 1,0,Room_Type 7,32,2018,5,26,Online,0,0,0,208.66,2,Not_Canceled
INN33998,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,90,0,Canceled
INN33999,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,9,25,Offline,0,0,0,19.15,0,Canceled
INN34000,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70,1,Not_Canceled
INN34001,2,0,2,2,Meal Plan 2,0,Room_Type 1,224,2018,10,29,Online,0,0,0,121.13,2,Canceled
INN34002,2,0,1,1,Not Selected,0,Room_Type 1,37,2018,9,26,Online,0,0,0,108,2,Not_Canceled
INN34003,2,0,0,4,Meal Plan 2,0,Room_Type 1,78,2018,3,23,Offline,0,0,0,109.18,1,Not_Canceled
INN34004,2,0,2,2,Not Selected,0,Room_Type 1,53,2018,11,19,Online,0,0,0,74.8,1,Not_Canceled
INN34005,2,0,2,3,Meal Plan 1,0,Room_Type 1,189,2018,7,30,Online,0,0,0,90.95,1,Not_Canceled
INN34006,2,0,0,1,Not Selected,0,Room_Type 1,37,2018,3,11,Online,0,0,0,71.1,0,Not_Canceled
INN34007,2,0,0,4,Not Selected,0,Room_Type 1,102,2018,12,13,Online,0,0,0,74.8,3,Not_Canceled
INN34008,3,0,0,3,Meal Plan 1,0,Room_Type 1,28,2017,11,17,Offline,0,0,0,51.6,1,Not_Canceled
INN34009,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,5,8,Online,0,0,0,79,1,Not_Canceled
INN34010,2,0,0,1,Meal Plan 1,0,Room_Type 1,216,2018,8,5,Online,0,0,0,96.3,1,Canceled
INN34011,2,0,2,1,Meal Plan 1,0,Room_Type 1,9,2017,9,27,Online,0,0,0,155.08,1,Not_Canceled
INN34012,2,0,2,1,Not Selected,0,Room_Type 1,98,2018,4,9,Online,0,0,0,82.5,0,Not_Canceled
INN34013,2,0,0,3,Meal Plan 1,0,Room_Type 4,18,2018,9,15,Online,0,0,0,174,2,Not_Canceled
INN34014,2,0,0,3,Meal Plan 1,0,Room_Type 5,5,2018,12,7,Offline,0,0,0,119.8,1,Not_Canceled
INN34015,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,2018,2,2,Offline,0,0,0,64,0,Not_Canceled
INN34016,2,0,0,3,Meal Plan 1,0,Room_Type 1,314,2018,10,12,Offline,0,0,0,75,0,Canceled
INN34017,2,0,0,4,Meal Plan 1,0,Room_Type 1,33,2018,3,15,Online,0,0,0,81.9,1,Not_Canceled
INN34018,1,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,11,25,Corporate,0,0,0,67,0,Not_Canceled
INN34019,2,0,0,3,Not Selected,0,Room_Type 1,21,2018,2,17,Online,0,0,0,79,1,Not_Canceled
INN34020,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,Offline,0,0,0,105,0,Canceled
INN34021,1,0,1,3,Meal Plan 1,0,Room_Type 1,0,2017,8,10,Online,0,0,0,114,0,Not_Canceled
INN34022,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,1,Not_Canceled
INN34023,2,0,2,3,Not Selected,0,Room_Type 1,84,2018,7,17,Online,0,0,0,96.3,0,Canceled
INN34024,2,0,2,5,Meal Plan 2,0,Room_Type 1,136,2018,7,13,Online,0,0,0,131.75,0,Not_Canceled
INN34025,2,0,0,2,Not Selected,0,Room_Type 1,4,2017,9,2,Online,0,0,0,73.92,1,Not_Canceled
INN34026,2,0,2,5,Meal Plan 1,0,Room_Type 1,207,2018,8,7,Online,0,0,0,90.95,1,Not_Canceled
INN34027,2,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,4,26,Offline,0,0,0,90,0,Not_Canceled
INN34028,2,0,0,3,Meal Plan 1,0,Room_Type 1,59,2018,4,28,Offline,0,0,0,80.75,0,Not_Canceled
INN34029,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,5,Online,0,0,0,135,1,Not_Canceled
INN34030,3,0,0,2,Meal Plan 1,0,Room_Type 4,78,2018,7,20,Online,0,0,0,142.2,2,Not_Canceled
INN34031,2,0,2,2,Meal Plan 1,0,Room_Type 1,1,2017,9,6,Online,0,0,0,135.75,2,Not_Canceled
INN34032,1,0,0,2,Meal Plan 1,0,Room_Type 2,0,2018,3,16,Offline,0,0,0,31,0,Not_Canceled
INN34033,1,0,0,1,Not Selected,0,Room_Type 1,5,2018,12,21,Online,0,0,0,78,2,Not_Canceled
INN34034,2,0,2,1,Meal Plan 1,0,Room_Type 4,142,2018,5,22,Online,0,0,0,114.3,0,Not_Canceled
INN34035,1,0,0,2,Meal Plan 2,0,Room_Type 1,254,2018,9,16,Offline,0,0,0,91,0,Not_Canceled
INN34036,2,0,0,1,Not Selected,0,Room_Type 1,119,2018,11,10,Online,0,0,0,170.1,1,Not_Canceled
INN34037,1,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,95.67,0,Not_Canceled
INN34038,2,0,2,1,Meal Plan 1,0,Room_Type 4,61,2017,11,14,Online,0,0,0,81.9,2,Not_Canceled
INN34039,2,0,2,1,Meal Plan 1,0,Room_Type 1,56,2018,8,28,Online,0,0,0,109.8,0,Canceled
INN34040,3,0,0,2,Meal Plan 1,0,Room_Type 4,32,2018,2,26,Online,0,0,0,121.5,1,Canceled
INN34041,2,0,0,2,Meal Plan 1,0,Room_Type 1,97,2017,8,11,Online,0,0,0,76.5,0,Canceled
INN34042,2,0,2,1,Not Selected,0,Room_Type 5,18,2018,10,30,Online,0,0,0,145,0,Not_Canceled
INN34043,3,0,2,1,Meal Plan 1,0,Room_Type 4,52,2018,8,27,Online,0,0,0,150.9,1,Canceled
INN34044,1,0,0,3,Meal Plan 1,0,Room_Type 1,40,2018,6,21,Online,0,0,0,94.5,1,Not_Canceled
INN34045,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2018,2,14,Online,0,0,0,72.07,1,Not_Canceled
